id,observed_on,user_id,user_login,quality_grade,tag_list,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,positioning_method,place_county_name,place_state_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
39120670,2020-02-23,1970094,vnevirkov,research,"",false,2,0,false,,"Cook County, IL, USA",,Cook,Illinois,western scouringrush,Equisetum hyemale affine,western scouringrush,Plantae,53910
39120672,2020-02-23,1970094,vnevirkov,research,"",false,1,0,false,,"Cook County, IL, USA",,Cook,Illinois,common evening-primrose,Oenothera biennis,common evening-primrose,Plantae,62207
39120673,2020-02-23,1970094,vnevirkov,research,"",false,0,0,false,,"Cook County, IL, USA",,Cook,Illinois,hemp dogbane,Apocynum cannabinum,hemp dogbane,Plantae,58795
39120873,2020-02-23,696345,taco2000,research,"",false,0,0,false,3,"Caldwell Woods (Cook County Forest Preserve), Chicago, IL, US",,Cook,Illinois,stout wood reed,Cinna arundinacea,stout wood reed,Plantae,130901
39121233,2020-02-23,187009,ewarden,research,"",false,2,0,false,2,"Jackson Park, Chicago, IL, USA",,Cook,Illinois,creeping juniper,Juniperus horizontalis,creeping juniper,Plantae,47573
39121268,2020-02-23,187009,ewarden,research,"",false,0,0,false,2,"Jackson Park, Chicago, IL, USA",,Cook,Illinois,Illinois bundleflower,Desmanthus illinoensis,Illinois bundleflower,Plantae,128701
39124383,2020-02-22,216168,psweet,research,"",false,2,0,false,,"Gander Mt. FP, Lake County, IL, USA",,Lake,Illinois,Oriental bittersweet,Celastrus orbiculatus,Oriental bittersweet,Plantae,64540
39124384,2020-02-22,216168,psweet,research,"",false,1,0,false,,"Gander Mt. FP, Lake County, IL, USA",,Lake,Illinois,seductive entodon moss,Entodon seductrix,seductive entodon moss,Plantae,128029
39124390,2020-02-22,216168,psweet,research,"",false,2,0,false,,"Gander Mt. FP, Lake County, IL, USA",,Lake,Illinois,shagbark hickory,Carya ovata,shagbark hickory,Plantae,54791
39124398,2020-02-22,216168,psweet,research,"",false,0,0,false,,"Gander Mt. FP, Lake County, IL, USA",,Lake,Illinois,bitternut hickory,Carya cordiformis,bitternut hickory,Plantae,54787
39124400,2020-02-22,216168,psweet,research,"",false,0,0,false,,"Gander Mt. FP, Lake County, IL, USA",,Lake,Illinois,eastern cottonwood,Populus deltoides,eastern cottonwood,Plantae,52119
39124407,2020-02-22,216168,psweet,research,"",false,0,0,false,,"Gander Mt. FP, Lake County, IL, USA",,Lake,Illinois,American sycamore,Platanus occidentalis,American sycamore,Plantae,49662
39124408,2020-02-22,216168,psweet,research,"",false,0,0,false,,"Gander Mt. FP, Lake County, IL, USA",,Lake,Illinois,Indiangrass,Sorghastrum nutans,Indiangrass,Plantae,122608
39125290,2020-02-23,1914441,alichamer,research,"",false,1,0,false,2,Afton Forest,,De Kalb,Illinois,round-headed bush clover,Lespedeza capitata,round-headed bush clover,Plantae,125186
39126352,2020-02-23,1914441,alichamer,research,"",false,1,0,false,2,Afton Forest Preserve,gps,De Kalb,Illinois,hemp dogbane,Apocynum cannabinum,hemp dogbane,Plantae,58795
39126384,2020-02-20,1914441,alichamer,research,"",false,1,0,false,2,Afton Forest,,De Kalb,Illinois,showy tick-trefoil,Desmodium canadense,showy tick-trefoil,Plantae,129505
39126403,2020-02-23,1914441,alichamer,research,"",false,0,0,false,2,Afton Forest Preserve,gps,De Kalb,Illinois,blue vervain,Verbena hastata,blue vervain,Plantae,60251
39126866,2020-02-22,1201305,plantdruid,research,"",false,1,0,false,3,"Alton, IL, US",,Madison,Illinois,common milkweed,Asclepias syriaca,common milkweed,Plantae,47911
39127766,2020-02-23,740186,whimbrelbirder,research,"",false,1,0,false,,"Kane County, IL, USA",,Kane,Illinois,Carolina horsenettle,Solanum carolinense,Carolina horsenettle,Plantae,52899
39130271,2020-02-12,1732734,asg1,research,"",false,1,0,false,2,"Hampton, IL 61256, USA",gps,Rock Island,Illinois,sensitive fern,Onoclea sensibilis,sensitive fern,Plantae,82576
39130821,2020-02-23,290689,justwanderin,research,"",false,2,0,false,3,"W Grand Pkwy, Peoria, IL, US",,Peoria,Illinois,Illinois bundleflower,Desmanthus illinoensis,Illinois bundleflower,Plantae,128701
39130837,2020-02-23,290689,justwanderin,research,"",false,0,0,false,3,"W Grand Pkwy, Peoria, IL, US",,Peoria,Illinois,round-headed bush clover,Lespedeza capitata,round-headed bush clover,Plantae,125186
39130964,2020-02-23,290689,justwanderin,research,"",false,1,0,false,3,"W Grand Pkwy, Peoria, IL, US",,Peoria,Illinois,common evening-primrose,Oenothera biennis,common evening-primrose,Plantae,62207
39154293,2020-02-24,2342902,dannl,research,"",false,0,0,false,3,"Pine Dunes Forest Preserve, Zion, IL, US",,Lake,Illinois,bitter wintercress,Barbarea vulgaris,garden yellowrocket,Plantae,56126
39161629,2020-02-24,2600227,champaignforests,research,"",false,0,0,false,3,"Mahomet, IL, US",,Champaign,Illinois,American holly,Ilex opaca,American holly,Plantae,60749
39164093,2020-02-24,257635,skrentnyjeff,research,"",false,0,0,false,3,"Park 566, South Chicago, Chicago, Cook County, IL, USA",,Cook,Illinois,yellow foxtail,Setaria pumila,yellow foxtail,Plantae,48688
39164529,2020-02-22,1172108,christietrifone,research,"",false,3,0,false,3,"East Dubuque, IL, US",,Jo Daviess,Illinois,red columbine,Aquilegia canadensis,red columbine,Plantae,49868
39171646,2020-02-24,463066,rheinrichs,research,"",false,0,0,false,3,"North Chicago, IL, US",,Lake,Illinois,black locust,Robinia pseudoacacia,black locust,Plantae,56088
39173069,2020-02-24,463066,rheinrichs,research,"",false,0,0,false,3,"North Chicago, IL, US",,Lake,Illinois,grey-headed coneflower,Ratibida pinnata,grey-headed coneflower,Plantae,85331
39173111,2020-02-24,463066,rheinrichs,research,"",false,1,0,false,3,"W Heiden Cir, Lake Bluff, IL, US",,Lake,Illinois,cutleaf teasel,Dipsacus laciniatus,cutleaf teasel,Plantae,117438
39173199,2020-02-24,463066,rheinrichs,research,"",false,0,0,false,3,"W Heiden Cir, Lake Bluff, IL, US",,Lake,Illinois,black locust,Robinia pseudoacacia,black locust,Plantae,56088
39174231,2020-02-23,395895,wildlandblogger,research,"",false,0,0,false,,"Morgan County, IL, USA",,Morgan,Illinois,American water plantain,Alisma subcordatum,American water plantain,Plantae,130756
39174234,2020-02-23,395895,wildlandblogger,research,"",false,0,0,false,,"Morgan County, IL, USA",,Morgan,Illinois,eastern redcedar,Juniperus virginiana,eastern redcedar,Plantae,49399
39174235,2020-02-23,395895,wildlandblogger,research,"",false,0,0,false,,"Morgan County, IL, USA",,Morgan,Illinois,Cinnamon Willow-herb,Epilobium coloratum,Cinnamon Willow-herb,Plantae,145435
39174237,2020-02-23,395895,wildlandblogger,research,"",false,0,0,false,,"Morgan County, IL, USA",,Morgan,Illinois,curled dock,Rumex crispus,curly dock,Plantae,53197
39174248,2020-02-23,395895,wildlandblogger,research,"",false,0,0,false,,"Brown County, IL, USA",,Brown,Illinois,Christmas fern,Polystichum acrostichoides,Christmas fern,Plantae,54412
39174253,2020-02-23,395895,wildlandblogger,research,"",false,0,0,false,,"Sangamon County, IL, USA",,Sangamon,Illinois,Amur Maple,Acer ginnala,Amur Maple,Plantae,123638
39174255,2020-02-23,395895,wildlandblogger,research,"",false,0,0,false,,"Sangamon County, IL, USA",,Sangamon,Illinois,ditch stonecrop,Penthorum sedoides,ditch stonecrop,Plantae,133038
39179660,2020-02-24,216168,psweet,research,"",false,1,0,false,,"Illinois Beach SP, Lake County, IL, USA",,Lake,Illinois,eastern prickly-pear cactus,Opuntia cespitosa,eastern prickly-pear cactus,Plantae,553158
39180903,2020-02-02,905423,adriansydor,research,"",false,0,0,false,3,"Bluff Spring Fen, Elgin, IL, US",,Cook,Illinois,watercress,Nasturtium officinale,watercress,Plantae,78174
39181042,2020-02-02,905423,adriansydor,research,"",false,0,0,false,3,"Bluff Spring Fen, Elgin, IL, US",,Cook,Illinois,Ohio buckeye,Aesculus glabra,Ohio buckeye,Plantae,67790
39181573,2020-02-12,905423,adriansydor,research,"",false,1,0,false,3,"Pine St W, West Chicago, IL, US",,DuPage,Illinois,blue phlox,Phlox divaricata,blue phlox,Plantae,81705
39185956,2020-02-24,1026476,emilybunse,research,"",false,0,0,false,2,"Pope County, US-IL, US",,Pope,Illinois,river cane,Arundinaria gigantea,river cane,Plantae,121747
39195867,2020-02-11,1201305,plantdruid,research,"",false,0,0,false,3,"Ebbeler Ln, Godfrey, IL, US",,Madison,Illinois,henbit deadnettle,Lamium amplexicaule,henbit deadnettle,Plantae,55459
39195884,2020-02-11,1201305,plantdruid,research,"",false,0,0,false,3,"Ebbeler Ln, Godfrey, IL, US",,Madison,Illinois,Butterweed,Packera glabella,Butterweed,Plantae,54921
39195900,2020-02-11,1201305,plantdruid,research,"",false,0,0,false,3,"Ebbeler Ln, Godfrey, IL, US",,Madison,Illinois,common chickweed,Stellaria media,common chickweed,Plantae,53298
39204746,2020-02-23,1378999,mushroomphotography,research,"",false,1,0,false,2,Illinois Beach State Park,gps,Lake,Illinois,eastern prickly-pear cactus,Opuntia cespitosa,eastern prickly-pear cactus,Plantae,553158
39207715,2020-02-25,463066,rheinrichs,research,"",false,0,0,false,3,"North Chicago, IL, US",,Lake,Illinois,eastern woodland sedge,Carex blanda,eastern woodland sedge,Plantae,152950
39209043,2020-02-25,223879,wildernessbarbie,research,"",false,0,0,false,2,"North Aurora, IL 60542, USA",,Kane,Illinois,pussy willow,Salix discolor,pussy willow,Plantae,54844
39209082,2020-02-25,223879,wildernessbarbie,research,"",false,0,0,false,2,"Sugar Grove, IL 60554, USA",,Kane,Illinois,rattlesnake master,Eryngium yuccifolium,rattlesnake master,Plantae,128695
39209091,2020-02-25,223879,wildernessbarbie,research,"",false,1,0,false,2,"North Aurora, IL 60542, USA",,Kane,Illinois,foxglove beardtongue,Penstemon digitalis,foxglove beardtongue,Plantae,81942
39209119,2020-02-25,223879,wildernessbarbie,research,"",false,0,0,false,2,"Sugar Grove, IL 60554, USA",,Kane,Illinois,Canada wild rye,Elymus canadensis,Canada wild rye,Plantae,129000
39209136,2020-02-25,223879,wildernessbarbie,research,"",false,0,0,false,2,"Sugar Grove, IL 60554, USA",,Kane,Illinois,Indiangrass,Sorghastrum nutans,Indiangrass,Plantae,122608
39209520,2020-02-25,1153870,birding16,research,"",false,0,0,false,2,"Batavia, IL, USA",,Kane,Illinois,round-headed bush clover,Lespedeza capitata,round-headed bush clover,Plantae,125186
39216046,2020-02-23,1172123,guessingatgreen,research,"",false,2,0,false,2,Plum Creek Forest Preserve,gps,Cook,Illinois,shagbark hickory,Carya ovata,shagbark hickory,Plantae,54791
39216064,2020-02-23,1172123,guessingatgreen,research,"",false,1,0,false,2,Plum Creek Forest Preserve,gps,Cook,Illinois,Common Alder,Alnus glutinosa,Common Alder,Plantae,966205
39216567,2020-02-25,389904,kathleensoler2,research,"",false,0,0,false,2,"Simpson & Darrow, Evanston, IL 60201, USA",,Cook,Illinois,honey-vine climbing milkweed,Cynanchum laeve,honey-vine climbing milkweed,Plantae,136381
39224078,2020-02-25,905423,adriansydor,research,"",false,1,0,false,3,"Mallard Lake Forest Preserve, Hanover Park, IL, US",,DuPage,Illinois,Russian olive,Elaeagnus angustifolia,Russian olive,Plantae,64694
39224365,2020-02-25,421960,robert1971,research,"",false,0,0,false,2,"Georges Creek Precinct, IL, USA",gps,Massac,Illinois,sugar hackberry,Celtis laevigata,sugar hackberry,Plantae,81792
39224413,2020-02-25,905423,adriansydor,research,"",false,0,0,false,3,"Mallard Lake Forest Preserve, Hanover Park, IL, US",,DuPage,Illinois,purple crownvetch,Securigera varia,purple crownvetch,Plantae,127186
39224460,2020-02-25,905423,adriansydor,research,"",false,0,0,false,3,"Mallard Lake Forest Preserve, Hanover Park, IL, US",,DuPage,Illinois,reed canary grass,Phalaris arundinacea,reed canary grass,Plantae,63337
39224534,2020-02-25,905423,adriansydor,research,"",false,0,0,false,3,"Mallard Lake Forest Preserve, Hanover Park, IL, US",,DuPage,Illinois,greater burdock,Arctium lappa,greater burdock,Plantae,75501
39224880,2020-02-25,905423,adriansydor,research,"",false,1,0,false,3,"Mallard Lake Forest Preserve, Hanover Park, IL, US",,DuPage,Illinois,common reed,Phragmites australis,common reed,Plantae,64237
39245848,2020-02-26,2519111,kyle473,research,"",false,2,0,false,2,"Rutland Township, IL, USA",,La Salle,Illinois,rattlesnake master,Eryngium yuccifolium,rattlesnake master,Plantae,128695
39249615,2020-02-26,463066,rheinrichs,research,"",false,0,0,false,3,"North Chicago, IL, US",,Lake,Illinois,common buckthorn,Rhamnus cathartica,common buckthorn,Plantae,54811
39254255,2020-02-26,1684074,owenkathriner,research,"",false,0,0,false,2,"Edwardsville, IL, USA",,Madison,Illinois,poison hemlock,Conium maculatum,poison hemlock,Plantae,52998
39254350,2020-02-26,1684074,owenkathriner,research,"",false,0,0,false,2,"Edwardsville, IL, USA",,Madison,Illinois,Kentucky coffeetree,Gymnocladus dioicus,Kentucky coffeetree,Plantae,163451
39255089,2020-02-26,1684074,owenkathriner,research,"",false,0,0,false,2,"Edwardsville, IL, USA",,Madison,Illinois,common star-of-Bethlehem,Ornithogalum umbellatum,common star-of-Bethlehem,Plantae,56137
39275169,2020-02-11,2146113,imanaturenerd,research,"",false,0,0,false,2,Forest Glen Preserve,gps,Vermilion,Illinois,Symplocarpus foetidus,Symplocarpus foetidus,eastern skunk cabbage,Plantae,48961
39282123,2020-02-27,463066,rheinrichs,research,"",false,0,0,false,3,"Illinois, US",,Lake,Illinois,sensitive fern,Onoclea sensibilis,sensitive fern,Plantae,82576
39282718,2020-02-27,463066,rheinrichs,research,"",false,0,0,false,3,"Illinois, US",,Lake,Illinois,American hazelnut,Corylus americana,American hazelnut,Plantae,54770
39286263,2020-02-26,216168,psweet,research,"",false,0,0,false,,"N. Pt. Marina, Lake County, IL, USA",,Lake,Illinois,smooth rose,Rosa blanda,smooth rose,Plantae,83062
39286326,2020-02-27,216168,psweet,research,"",false,0,0,false,,"Lyons Woods FP, Lake County, IL, USA",,Lake,Illinois,sugar maple,Acer saccharum,sugar maple,Plantae,52543
39286410,2020-02-27,216168,psweet,research,"",false,1,0,false,,"N. Pt. Marina, Lake County, IL, USA",,Lake,Illinois,white stonecrop,Sedum album,white stonecrop,Plantae,79025
39291269,2020-02-27,917650,benzerante,research,"",false,0,0,false,3,"Homewood, IL, US",,Cook,Illinois,American elm,Ulmus americana,American elm,Plantae,53547
39291943,2020-02-27,917650,benzerante,research,"",false,1,0,false,3,"Homewood, IL, US",,Cook,Illinois,black cherry,Prunus serotina,black cherry,Plantae,54834
39291999,2020-02-27,917650,benzerante,research,"",false,1,0,false,3,"Homewood, IL, US",,Cook,Illinois,eastern cottonwood,Populus deltoides,eastern cottonwood,Plantae,52119
39292321,2020-02-27,917650,benzerante,research,"",false,0,0,false,3,"Homewood, IL, US",,Cook,Illinois,fortune's spindle,Euonymus fortunei,wintercreeper,Plantae,130893
39293065,2020-02-27,917650,benzerante,research,"",false,0,0,false,3,"Ridge Rd, Homewood, IL, US",,Cook,Illinois,eastern white pine,Pinus strobus,eastern white pine,Plantae,52391
39293222,2020-02-27,917650,benzerante,research,"",false,0,0,false,3,"Ridge Rd, Homewood, IL, US",,Cook,Illinois,Oriental bittersweet,Celastrus orbiculatus,Oriental bittersweet,Plantae,64540
39293435,2020-02-27,917650,benzerante,research,"",false,0,0,false,3,"Homewood, IL, US",,Cook,Illinois,black locust,Robinia pseudoacacia,black locust,Plantae,56088
39294250,2020-02-27,917650,benzerante,research,"",false,0,0,false,3,"Halsted St, Homewood, IL, US",,Cook,Illinois,eastern cottonwood,Populus deltoides,eastern cottonwood,Plantae,52119
39299330,2020-02-27,905423,adriansydor,research,"",false,1,0,false,3,"Mallard Lake Forest Preserve, Hanover Park, IL, US",,DuPage,Illinois,Canadian milkvetch,Astragalus canadensis,Canadian milkvetch,Plantae,75631
39299636,2020-02-27,905423,adriansydor,research,"",false,0,0,false,3,"Mallard Lake Forest Preserve, Hanover Park, IL, US",,DuPage,Illinois,American water plantain,Alisma subcordatum,American water plantain,Plantae,130756
39299768,2020-02-27,905423,adriansydor,research,"",false,0,0,false,3,"Mallard Lake Forest Preserve, Hanover Park, IL, US",,DuPage,Illinois,spotted knapweed,Centaurea stoebe,spotted knapweed,Plantae,76214
39299961,2020-02-27,905423,adriansydor,research,"",false,1,0,false,3,"Mallard Lake, Hanover Park, IL, US",,DuPage,Illinois,chicory,Cichorium intybus,chicory,Plantae,52913
39302566,2020-02-27,818885,laurahelmich,research,"",false,3,0,false,2,"Rockford, IL 61102, USA",gps,Ogle,Illinois,eastern skunk cabbage,Symplocarpus foetidus,eastern skunk cabbage,Plantae,48961
39317249,2020-02-28,574034,rmjf95,research,"",false,0,0,false,3,"Dupage County-Waterfall Glen Forest Preserve, Lemont, IL, US",,DuPage,Illinois,wild yam,Dioscorea villosa,wild yam,Plantae,129324
39323727,2020-02-28,2187037,kyraneal,research,"",false,1,0,false,3,"Marion, IL, US",,Williamson,Illinois,sawbrier,Smilax glauca,sawbrier,Plantae,81831
39329079,2020-02-28,389904,kathleensoler2,research,"",false,1,0,false,2,"Cook County, US-IL, US",,Cook,Illinois,coralberry,Symphoricarpos orbiculatus,coralberry,Plantae,128838
39331341,2020-02-28,1928743,ungulateunion,research,"",false,1,0,false,3,"W Bryn Mawr Ave, Chicago, IL, US",,Cook,Illinois,cutleaf teasel,Dipsacus laciniatus,cutleaf teasel,Plantae,117438
39339815,2020-02-28,917650,benzerante,research,"",false,1,0,false,,"Chicago, IL 60640, USA",,Cook,Illinois,trembling aspen,Populus tremuloides,trembling aspen,Plantae,54840
39340314,2020-02-28,917650,benzerante,research,"",false,0,0,false,,"Uptown, Chicago, IL, USA",,Cook,Illinois,staghorn sumac,Rhus typhina,staghorn sumac,Plantae,167829
39351164,2020-02-15,1749097,melmets,research,"",false,1,0,false,3,"Lincoln Park, Chicago, IL, US",,Cook,Illinois,wild bergamot,Monarda fistulosa,wild bergamot,Plantae,85320
39352928,2020-02-29,37031,sedge,research,"",false,0,0,false,3,"Springfield, IL, US",,Sangamon,Illinois,eastern redbud,Cercis canadensis,eastern redbud,Plantae,48502
39352982,2020-02-29,37031,sedge,research,"",false,0,0,false,3,"E Clear Lake Ave, Springfield, IL, US",,Sangamon,Illinois,eastern cottonwood,Populus deltoides,eastern cottonwood,Plantae,52119
39352995,2020-02-29,37031,sedge,research,"",false,0,0,false,3,"Springfield, IL, US",,Sangamon,Illinois,common hackberry,Celtis occidentalis,common hackberry,Plantae,54857
39353063,2020-02-29,37031,sedge,research,"",false,0,0,false,3,"Springfield, IL, US",,Sangamon,Illinois,fortune's spindle,Euonymus fortunei,wintercreeper,Plantae,130893
39359662,2020-02-29,2107420,jackhietpas,research,"",false,1,0,false,2,"Palatine, IL 60074, USA",,Cook,Illinois,greater snowdrop,Galanthus elwesii,greater snowdrop,Plantae,57514
39369466,2020-02-28,395216,missgreen,research,"",false,0,0,false,,"Lasalle County, IL, USA",,La Salle,Illinois,wild hydrangea,Hydrangea arborescens,wild hydrangea,Plantae,130554
39369897,2020-02-29,1069036,threelark,research,"",false,1,0,false,,"Miller Meadows, Proviso Township, IL 60130, USA",,Cook,Illinois,common reed,Phragmites australis,common reed,Plantae,64237
39369966,2020-02-29,1069036,threelark,research,"",false,0,0,false,,"Miller Meadows, Proviso Township, IL 60130, USA",,Cook,Illinois,Virginia wildrye,Elymus virginicus,Virginia wildrye,Plantae,126873
39370074,2020-02-29,112290,dicot1,research,"",false,0,0,false,3,"Fullersburg County Forest Preserve, Oak Brook, IL, US",,DuPage,Illinois,black cherry,Prunus serotina,black cherry,Plantae,54834
39370818,2020-02-29,1069036,threelark,research,"",false,0,0,false,,"Miller Meadows, Proviso Township, IL 60130, USA",,Cook,Illinois,American sycamore,Platanus occidentalis,American sycamore,Plantae,49662
39371378,2020-02-28,395216,missgreen,research,"",false,1,0,false,,"Lasalle County, IL, USA",,La Salle,Illinois,marginal wood fern,Dryopteris marginalis,marginal wood fern,Plantae,54410
39372159,2020-02-29,383627,jea816,research,"",false,1,0,false,3,"Shawnee National Forest, Makanda, IL, US",,Jackson,Illinois,marginal wood fern,Dryopteris marginalis,marginal wood fern,Plantae,54410
39372271,2020-02-28,395216,missgreen,research,"",false,1,0,false,,"Lasalle County, IL, USA",,La Salle,Illinois,American witch-hazel,Hamamelis virginiana,common witch-hazel,Plantae,51970
39372759,2020-02-28,395216,missgreen,research,"",false,0,0,false,,"Lasalle County, IL, USA",,La Salle,Illinois,blue phlox,Phlox divaricata,blue phlox,Plantae,81705
39372841,2020-02-28,395216,missgreen,research,"",false,0,0,false,,"Lasalle County, IL, USA",,La Salle,Illinois,Common Prickly-Ash,Zanthoxylum americanum,Common Prickly-Ash,Plantae,54836
39373112,2020-02-29,202274,docta_danger,research,"",false,0,0,false,3,"E Clear Lake Ave, Springfield, IL, US",,Sangamon,Illinois,American persimmon,Diospyros virginiana,common persimmon,Plantae,83435
39373163,2020-02-29,202274,docta_danger,research,"",false,0,0,false,3,"Forrest Ave, Springfield, IL, US",,Sangamon,Illinois,northern spicebush,Lindera benzoin,northern spicebush,Plantae,54793
39373235,2020-02-28,395216,missgreen,research,"",false,0,0,false,,"Lasalle County, IL, USA",,La Salle,Illinois,Wild Garlic,Allium vineale,wild garlic,Plantae,75371
39373472,2020-02-28,395216,missgreen,research,"",false,0,0,false,,"Lasalle County, IL, USA",,La Salle,Illinois,common evening-primrose,Oenothera biennis,common evening-primrose,Plantae,62207
39373575,2020-02-28,395216,missgreen,research,"",false,0,0,false,,"Lasalle County, IL, USA",,La Salle,Illinois,creeping Jenny,Lysimachia nummularia,creeping Jenny,Plantae,51809
39373666,2020-02-28,395216,missgreen,research,"",false,0,0,false,,"Lasalle County, IL, USA",,La Salle,Illinois,Butterweed,Packera glabella,Butterweed,Plantae,54921
39373933,2020-02-28,395216,missgreen,research,"",false,1,0,false,,"Lasalle County, IL, USA",,La Salle,Illinois,common pawpaw,Asimina triloba,common pawpaw,Plantae,50897
39374172,2020-02-28,395216,missgreen,research,"",false,0,0,false,,"Lasalle County, IL, USA",,La Salle,Illinois,common pawpaw,Asimina triloba,common pawpaw,Plantae,50897
39375019,2020-02-28,395216,missgreen,research,"",false,0,0,false,,"Lasalle County, IL, USA",,La Salle,Illinois,Kentucky coffeetree,Gymnocladus dioicus,Kentucky coffeetree,Plantae,163451
39375218,2020-02-28,395216,missgreen,research,"",false,0,0,false,,"Lasalle County, IL, USA",,La Salle,Illinois,silver maple,Acer saccharinum,silver maple,Plantae,54762
39376236,2020-01-27,395216,missgreen,research,"",false,0,0,false,,"Illinois, US",,Cook,Illinois,common bracken,Pteridium aquilinum,common bracken,Plantae,52681
39376426,2020-01-31,395216,missgreen,research,"",false,0,0,false,,"Cook County, US-IL, US",,Cook,Illinois,Missouri Ironweed,Vernonia missurica,Missouri Ironweed,Plantae,170182
39377064,2020-01-31,395216,missgreen,research,"",false,0,0,false,,"Cook County, US-IL, US",,Cook,Illinois,black-eyed Susan,Rudbeckia hirta,black-eyed Susan,Plantae,62741
39377222,2020-01-29,395216,missgreen,research,"",false,0,0,false,,"Cook County, US-IL, US",,Cook,Illinois,American pennyroyal,Hedeoma pulegioides,American pennyroyal,Plantae,163545
39377651,2020-02-15,395216,missgreen,research,"",false,0,0,false,,"Cook County, IL, USA",,Cook,Illinois,swamp rose mallow,Hibiscus moscheutos,swamp rose mallow,Plantae,82317
39377663,2020-02-29,1005173,joelmc,research,"",false,0,0,false,3,"Northerly Island Park, Chicago, IL, US",,Cook,Illinois,Torrey's rush,Juncus torreyi,Torrey's rush,Plantae,77596
39377842,2020-02-15,395216,missgreen,research,"",false,0,0,false,,"Cook County, IL, USA",,Cook,Illinois,Virginia mountain mint,Pycnanthemum virginianum,Virginia mountain mint,Plantae,154473
39378228,2020-02-16,395216,missgreen,research,"",false,0,0,false,,"Aurora, IL, USA",,Kane,Illinois,American Plantain,Plantago rugelii,American Plantain,Plantae,167010
39378325,2020-02-16,395216,missgreen,research,"",false,0,0,false,,"Aurora, IL, USA",,Kane,Illinois,hemp dogbane,Apocynum cannabinum,hemp dogbane,Plantae,58795
39378519,2020-02-16,395216,missgreen,research,"",false,1,0,false,,"Dupage County, IL, USA",,DuPage,Illinois,Virginia strawberry,Fragaria virginiana,Virginia strawberry,Plantae,77155
39379489,2020-02-21,395216,missgreen,research,"",false,0,0,false,,"Cook County, IL, USA",,Cook,Illinois,Norway maple,Acer platanoides,Norway maple,Plantae,54763
39380338,2020-02-22,395216,missgreen,research,"",false,0,0,false,,"Will County, IL, USA",,Will,Illinois,fragrant bedstraw,Galium triflorum,fragrant bedstraw,Plantae,53065
39380407,2020-02-29,202274,docta_danger,research,"",false,2,0,false,3,"E Clear Lake Ave, Springfield, IL, US",,Sangamon,Illinois,Winter Aconite,Eranthis hyemalis,Winter Aconite,Plantae,56871
39380433,2020-02-29,202274,docta_danger,research,"",false,2,1,false,3,"E Clear Lake Ave, Springfield, IL, US",,Sangamon,Illinois,greater snowdrop,Galanthus elwesii,greater snowdrop,Plantae,57514
39380820,2020-02-29,381291,timidlittleturtle,research,"",false,0,0,false,2,"Winnetka, IL 60093, USA",gps,Cook,Illinois,Eastern Skunk Cabbage,Symplocarpus foetidus,eastern skunk cabbage,Plantae,48961
39380890,2020-02-29,381291,timidlittleturtle,research,"",false,0,0,false,2,"Illinois, US",gps,Cook,Illinois,common ninebark,Physocarpus opulifolius,common ninebark,Plantae,129048
39404386,2020-02-29,37031,sedge,research,"",false,1,0,false,,"Springfield, IL, USA",,Sangamon,Illinois,bristly greenbrier,Smilax tamnoides,bristly greenbrier,Plantae,128943
39404389,2020-02-29,37031,sedge,research,"",false,0,0,false,,"Springfield, IL, USA",,Sangamon,Illinois,black raspberry,Rubus occidentalis,black raspberry,Plantae,125489
39404391,2020-02-29,37031,sedge,research,"",false,0,0,false,,"Springfield, IL, USA",,Sangamon,Illinois,northern spicebush,Lindera benzoin,northern spicebush,Plantae,54793
39404393,2020-02-29,37031,sedge,research,"",false,0,0,false,,"Springfield, IL, USA",,Sangamon,Illinois,eastern redbud,Cercis canadensis,eastern redbud,Plantae,48502
39404396,2020-02-29,37031,sedge,research,"",false,0,0,false,,"Springfield, IL, USA",,Sangamon,Illinois,Virginia wildrye,Elymus virginicus,Virginia wildrye,Plantae,126873
39404397,2020-02-29,37031,sedge,research,"",false,0,0,false,,"Springfield, IL, USA",,Sangamon,Illinois,American black elderberry,Sambucus canadensis,black elderberry,Plantae,84300
39404400,2020-02-29,37031,sedge,research,"",false,0,0,false,,"Springfield, IL, USA",,Sangamon,Illinois,slippery elm,Ulmus rubra,slippery elm,Plantae,54860
39404401,2020-02-29,37031,sedge,research,"",false,0,0,false,,"Springfield, IL, USA",,Sangamon,Illinois,silky dogwood,Cornus amomum,silky dogwood,Plantae,58749
39404402,2020-02-29,37031,sedge,research,"",false,0,0,false,,"Springfield, IL, USA",,Sangamon,Illinois,boxelder,Acer negundo,boxelder,Plantae,47726
39404405,2020-02-29,37031,sedge,research,"",false,0,0,false,,"Springfield, IL, USA",,Sangamon,Illinois,white avens,Geum canadense,white avens,Plantae,85325
39404406,2020-02-29,37031,sedge,research,"",false,0,0,false,,"Springfield, IL, USA",,Sangamon,Illinois,shagbark hickory,Carya ovata,shagbark hickory,Plantae,54791
39404408,2020-02-29,37031,sedge,research,"",false,0,0,false,,"Springfield, IL, USA",,Sangamon,Illinois,poison ivy,Toxicodendron radicans,poison ivy,Plantae,58732
39405911,2020-03-01,92359,conniecowan,research,"",false,0,0,false,3,"1500th St, Lincoln, IL, US",,Logan,Illinois,bitternut hickory,Carya cordiformis,bitternut hickory,Plantae,54787
